,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
270,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,50.625,249.625,507,491977276.8745534,507,5452.075560425378,5.586966418546135e-06,1.1081966214093204e-05,5.586966418546141e-06,2.553156544302537e-05
278,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,51.125,249.125,601,486783099.2995025,601,43588596.672395505,0.04466703059068115,0.08954418658971723,0.04466703059068121,0.4319660867767715
274,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,50.875,249.125,553,489385021.72829884,553,428649896.13717794,0.43925520629520626,0.8758950051707133,0.4392552062952068,1.0
277,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,51.125,249.375,602,486783099.29954004,602,6658873.283212785,0.0068236217576854805,0.013679343618943667,0.006823621757685489,0.016027940483628614
280,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,51.125,248.875,600,486783099.29954004,600,21692.415474033234,2.2229111729537077e-05,4.456279502153564e-05,2.2229111729537104e-05,4.85282073475098e-05
273,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,50.875,249.375,554,489385021.72833663,554,391235173.2941661,0.4009147985428953,0.799442475604301,0.4009147985428958,0.8007982687450184
275,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,50.875,249.625,555,489385021.7283366,555,13885613.459330983,0.014229160113133438,0.028373597153202316,0.014229160113133455,0.04337814548320121
269,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,50.625,249.375,506,491977276.8745534,506,32877820.88206676,0.0336912574206419,0.06682792565326162,0.03369125742064194,0.6418508047028388
276,3042499,342615,975856153.7665604,3042499,50.875225696285035,-110.77162242628268,52,975856153.7665626,52,50.875,248.875,552,489385021.7283366,552,54565224.581088185,0.05591523337787025,0.11149753702796811,0.05591523337787032,0.12923905020976167
255,3042525,342613,281787217.5317309,3042525,50.91236709373953,-110.3941049092911,50,281787217.5317241,50,50.875,249.875,556,489385021.7282988,556,13492745.282258885,0.04788274429353719,0.027570817828891196,0.047882744293537054,0.033969885900741334
256,3042525,342613,281787217.5317309,3042525,50.91236709373953,-110.3941049092911,50,281787217.5317241,50,50.875,249.625,555,489385021.7283366,555,239464914.73521888,0.8498075847186344,0.48931802998283974,0.8498075847186319,0.7480795817865993
254,3042525,342613,281787217.5317309,3042525,50.91236709373953,-110.3941049092911,50,281787217.5317241,50,50.875,249.375,554,489385021.72833663,554,20046528.4805351,0.07114065945265323,0.040962693156684236,0.07114065945265302,0.04103216274342987
257,3042525,342613,281787217.5317309,3042525,50.91236709373953,-110.3941049092911,50,281787217.5317241,50,51.125,249.375,602,486783099.29954004,602,8783029.03371203,0.03116901153517803,0.018043003231522275,0.03116901153517794,0.021140793739567565
238,3042570,3426113,257061794.32494447,3042570,50.955775315349776,-110.11241956317149,46,257061794.32494405,46,50.875,249.875,556,489385021.7282988,556,189918876.4307761,0.7388063128148299,0.38807660226310925,0.7388063128148307,0.47814751022042384
239,3042570,3426113,257061794.32494447,3042570,50.955775315349776,-110.11241956317149,46,257061794.32494405,46,51.125,249.875,604,486783099.2995025,604,67142917.89416768,0.26119368718516894,0.1379319002463081,0.2611936871851692,0.14828026750247766
233,3042589,3426111,47893563.32700039,3042589,50.94532739108076,-109.95981771722882,44,47893563.32700009,44,50.875,250.125,557,489385021.72829884,557,42134057.91496174,0.8797436437812215,0.08609592865380769,0.879743643781222,0.1300014592017643
232,3042589,3426111,47893563.32700039,3042589,50.94532739108076,-109.95981771722882,44,47893563.32700009,44,50.875,249.875,556,489385021.7282988,556,5759505.412038318,0.12025635621877785,0.011768863280077936,0.12025635621877794,0.014500365759434926
930,3042952,34277,69761749.38463445,3042952,49.910895034736676,-111.60002160533998,161,69761749.38463816,161,49.875,248.375,358,499695571.02305037,358,66844199.09382229,0.95817836684786,0.13376984502177797,0.9581783668478578,0.1348734874688565
929,3042952,34277,69761749.38463445,3042952,49.910895034736676,-111.60002160533998,161,69761749.38463816,161,49.875,248.625,359,499695571.0230118,359,2917550.2908160314,0.04182163315214238,0.00583865549346979,0.04182163315214229,0.005913520628281525
912,3043021,34275,1079664348.8480372,3043021,49.97766560787181,-111.16989725512995,157,1079664348.848033,157,49.875,248.875,360,499695571.02305037,360,231237096.3298743,0.21417498556527947,0.4627559452977573,0.2141749855652797,0.46275594529775693
916,3043021,34275,1079664348.8480372,3043021,49.97766560787181,-111.16989725512995,157,1079664348.848033,157,50.125,249.375,410,497132598.0372331,410,26924573.95963528,0.024937911479954795,0.05415974342849017,0.02493791147995482,0.054159743428490156
911,3043021,34275,1079664348.8480372,3043021,49.97766560787181,-111.16989725512995,157,1079664348.848033,157,49.875,249.125,361,499695571.0230118,361,27242996.423526935,0.025232838754557688,0.054519187287878426,0.025232838754557712,0.054519187287878454
913,3043021,34275,1079664348.8480372,3043021,49.97766560787181,-111.16989725512995,157,1079664348.848033,157,50.125,249.125,409,497132598.0371947,409,161085971.69524816,0.14920004709530485,0.3240301930134059,0.149200047095305,0.43955116715072107
908,3043021,34275,1079664348.8480372,3043021,49.97766560787181,-111.16989725512995,157,1079664348.848033,157,49.875,248.625,359,499695571.0230118,359,350135677.8435811,0.3243004904414641,0.7006979812263671,0.3243004904414644,0.7096825580498316
914,3043021,34275,1079664348.8480372,3043021,49.97766560787181,-111.16989725512995,157,1079664348.848033,157,50.125,248.875,408,497132598.0372331,408,220256652.8443053,0.20400474747481664,0.44305413427708684,0.20400474747481684,0.9446064276030902
909,3043021,34275,1079664348.8480372,3043021,49.97766560787181,-111.16989725512995,157,1079664348.848033,157,49.875,248.375,358,499695571.02305037,358,9108640.253381394,0.0084365481393361,0.018228379000303812,0.008436548139336109,0.018378768744740575
915,3043021,34275,1079664348.8480372,3043021,49.97766560787181,-111.16989725512995,157,1079664348.848033,157,50.125,248.625,407,497132598.0371947,407,53672739.49847941,0.049712431049285355,0.10796463500963921,0.049712431049285404,0.6782541351438547
844,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.375,249.125,457,494559817.85665065,457,2137061.639882401,0.0018351340732312219,0.0043211388445266565,0.0018351340732312214,1.0
833,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.625,249.375,506,491977276.8745534,506,18345642.017988943,0.015753739683599638,0.03728961250921107,0.015753739683599634,0.35814919529716127
841,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.125,249.875,412,497132598.0371947,412,121699.07857293231,0.00010450523354222084,0.00024480204889687593,0.00010450523354222082,0.019371044368734457
840,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.125,248.875,408,497132598.0372331,408,12916281.838343192,0.011091448397485408,0.025981562845283017,0.011091448397485406,0.05539357239690972
842,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.125,249.375,410,497132598.0372331,410,396255821.75179124,0.3402721506212452,0.7970827568264058,0.34027215062124516,0.7970827568264056
839,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.125,249.625,411,497132598.0372331,411,142858712.83979073,0.12267540004352945,0.28736540996068666,0.12267540004352942,0.5861544669296909
834,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.625,249.625,507,491977276.8745534,507,3967190.96410098,0.003406699730774894,0.00806376869538337,0.0034066997307748933,0.018577988254627274
843,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.375,249.625,459,494559817.8566889,459,95927933.26949678,0.08237507783219192,0.1939662904382869,0.0823750778321919,0.2030627853365531
838,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.125,249.125,409,497132598.0371947,409,177587710.82414868,0.15249782834455908,0.35722403142604187,0.15249782834455905,0.4845790402658753
832,3043203,34273,1164526162.4506588,3043203,50.229112052886634,-110.61197836949712,145,1164526162.4506588,145,50.375,249.375,458,494559817.85668886,458,314408108.226543,0.26998801603984107,0.6357332255360274,0.269988016039841,0.9999300165893835
822,3043247,34271,958287964.7242013,3043247,50.64041242779738,-110.1830338956428,143,958287964.7242032,143,50.625,249.875,508,491977276.8745155,508,292641894.4052949,0.30537991207008186,0.5948280706467194,0.3053799120700821,1.0
825,3043247,34271,958287964.7242013,3043247,50.64041242779738,-110.1830338956428,143,958287964.7242032,143,50.875,250.125,557,489385021.72829884,557,111412049.02974878,0.11626155511805196,0.2276572516181411,0.11626155511805206,0.3437534779051675
821,3043247,34271,958287964.7242013,3043247,50.64041242779738,-110.1830338956428,143,958287964.7242032,143,50.625,249.625,507,491977276.8745534,507,209569905.79432553,0.2186919939609594,0.42597476681379864,0.21869199396095956,0.9813964801799296
823,3043247,34271,958287964.7242013,3043247,50.64041242779738,-110.1830338956428,143,958287964.7242032,143,50.875,249.875,556,489385021.7282988,556,155427131.8517403,0.1621925116178126,0.31759683061577587,0.16219251161781273,0.39130968712685676
828,3043247,34271,958287964.7242013,3043247,50.64041242779738,-110.1830338956428,143,958287964.7242032,143,50.375,249.875,460,494559817.8566507,460,42792007.96257012,0.0446546440504298,0.08652544427896382,0.044654644050429834,0.6223455670327569
826,3043247,34271,958287964.7242013,3043247,50.64041242779738,-110.1830338956428,143,958287964.7242032,143,50.375,249.625,459,494559817.8566889,459,144759198.2465272,0.15106022779717276,0.2927031129902163,0.15106022779717287,0.30643009806584864
820,3043247,34271,958287964.7242013,3043247,50.64041242779738,-110.1830338956428,143,958287964.7242032,143,50.625,250.125,509,491977276.87451535,509,1685777.433995588,0.0017591553854907876,0.0034265351536257346,0.001759155385490789,1.0
229,3043946,342599,560629982.6907319,3043946,50.95650449988862,-109.65615998671272,43,560629982.6907358,43,50.875,250.125,557,489385021.72829884,557,157051347.2272313,0.2801336925889435,0.3209157212711436,0.2801336925889437,0.4845700917379006
230,3043946,342599,560629982.6907319,3043946,50.95650449988862,-109.65615998671272,43,560629982.6907358,43,51.125,250.375,606,486783099.29954004,606,74849290.62521978,0.1335092537612449,0.15376312516380436,0.133509253761245,0.35002220337851436
231,3043946,342599,560629982.6907319,3043946,50.95650449988862,-109.65615998671272,43,560629982.6907358,43,51.125,250.125,605,486783099.2995025,605,18761131.113909997,0.03346437346048852,0.03854104865371848,0.03346437346048855,0.0766570752957695
227,3043946,342599,560629982.6907319,3043946,50.95650449988862,-109.65615998671272,43,560629982.6907358,43,50.875,250.375,558,489385021.72833663,558,222322454.1451328,0.3965582666094654,0.4542894536493326,0.39655826660946575,0.9964267301774173
226,3043946,342599,560629982.6907319,3043946,50.95650449988862,-109.65615998671272,43,560629982.6907358,43,50.875,250.625,559,489385021.72833663,559,87293264.21525206,0.15570566489556845,0.17837338769985808,0.15570566489556856,0.7185106644693839
228,3043946,342599,560629982.6907319,3043946,50.95650449988862,-109.65615998671272,43,560629982.6907358,43,51.125,250.625,607,486783099.29954004,607,352495.36398949986,0.0006287486842885271,0.000724132297314195,0.0006287486842885277,0.0009668302167306909
221,3043955,342597,155400721.76243758,3043955,51.04257163576214,-109.3051605157809,41,155400721.76243824,41,51.125,250.875,608,486783099.2995025,608,19700212.467188016,0.12677040520637875,0.040470206331192055,0.1267704052063788,0.0653700483466435
220,3043955,342597,155400721.76243758,3043955,51.04257163576214,-109.3051605157809,41,155400721.76243824,41,51.125,250.625,607,486783099.29954004,607,91457277.78196576,0.5885254376216921,0.18788096364390805,0.5885254376216923,0.250850560696086
219,3043955,342597,155400721.76243758,3043955,51.04257163576214,-109.3051605157809,41,155400721.76243824,41,50.875,250.875,560,489385021.72829884,560,17854895.851010658,0.11489583605863501,0.03648435292922287,0.11489583605863507,0.07043341205326667
218,3043955,342597,155400721.76243758,3043955,51.04257163576214,-109.3051605157809,41,155400721.76243824,41,50.875,250.625,559,489385021.72833663,559,26388335.662273716,0.16980832111329366,0.05392142074369042,0.16980832111329375,0.21720233240663542
210,3043965,342595,268615891.5678335,3043965,51.0027186040367,-108.97937653938548,39,268615891.56783587,39,50.875,251.125,561,489385021.72833663,561,85045694.10041302,0.3166070838326991,0.1737807458840105,0.31660708383269875,0.17600771393538087
211,3043965,342595,268615891.5678335,3043965,51.0027186040367,-108.97937653938548,39,268615891.56783587,39,50.875,250.875,560,489385021.72829884,560,45079426.003166735,0.16782114319465885,0.09211443751172739,0.16782114319465866,0.1778278525565336
213,3043965,342595,268615891.5678335,3043965,51.0027186040367,-108.97937653938548,39,268615891.56783587,39,51.125,251.125,609,486783099.29954004,609,63297654.16559787,0.2356437431759795,0.1300325632847165,0.23564374317597925,0.579588239462416
212,3043965,342595,268615891.5678335,3043965,51.0027186040367,-108.97937653938548,39,268615891.56783587,39,51.125,250.875,608,486783099.2995025,608,75193117.29865858,0.2799280297966638,0.154469449343792,0.2799280297966635,0.24950886805586628
206,3043973,342593,399114726.41639364,3043973,50.965330115141136,-108.65004011410727,37,399114726.4163929,37,51.125,251.375,610,486783099.2995025,610,81166386.10274774,0.20336605174038994,0.16674035359803768,0.2033660517403905,1.0
204,3043973,342593,399114726.41639364,3043973,50.965330115141136,-108.65004011410727,37,399114726.4163929,37,50.875,251.125,561,489385021.72833663,561,15720547.453395668,0.03938854272441593,0.03212306620639144,0.03938854272441604,0.03253471734639423
203,3043973,342593,399114726.41639364,3043973,50.965330115141136,-108.65004011410727,37,399114726.4163929,37,50.875,251.375,562,489385021.72829884,562,224527347.2127692,0.562563424378688,0.4587948900026293,0.5625634243786896,0.4774102353642434
